Food Item,Calories,Protein (g),Carbs (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (mcg),Vitamin B12 (mcg),Folate (B9) (mcg),Vitamin B6 (mg),Niacin (B3) (mg),Pantothenic Acid (B5) (mg),Riboflavin (B2) (mg),Calcium (mg),Iron (mg),Magnesium (mg),Potassium (mg),Zinc (mg),Copper (mg),Phosphorus (mg),Manganese (mg),Selenium (mcg),Saturated Fat (g),Monounsaturated Fat (g),Polyunsaturated Fat (g),Omega-3 Fatty Acids (g),Omega-6 Fatty Acids (g),Cholesterol (mg),Glycemic Index,Water Content (g),Serving Size (g or cups),Net Carbs (g),Complex Carbs (g),Simple Carbs (g),Antioxidants (mg),Flavonoids (mg),Carotenoids (mg),Caffeine (mg),Acidity (pH),Allergen Information,Dietary Labels,Energy Density (kcal/g)
Apple (1 medium),95,0.5,25.0,0.3,4.4,19.0,2,1928,157,231,12.434912531078904,112,1.006575390111185,144,1.9584218970017062,9.511120246442527,0.9198403496453458,2.8478481671269913,56,9.355536332529507,178.41544978138836,270,9.194892898292204,0.8734747167002375,372,0.5518592298253345,24,4.177606716245422,6.2636554197625784,2.485577070167404,1.4491773118982016,5.780401116288002,148,Low,96,150,6,6,0,84,64,123,195,5.079220589043963,Egg-Free,Paleo,2.2670097733718846
Banana (1 medium),105,1.3,27.0,0.3,3.1,14.0,1,2017,123,735,3.542595548592437,180,0.6609043745624925,311,1.5005810373563593,9.467137215621076,2.8439331648569857,1.1319531426104146,291,4.0580934482848905,191.5196287552382,683,4.340495793118954,1.047281512230755,338,0.9150907102163125,23,1.5946009778676717,3.049955183026858,3.0069118672374207,1.5319144691285218,5.228059496723134,23,Medium,381,150,26,24,2,388,65,199,248,5.422814964046395,Gluten-Free,Paleo,1.936060527183702
Chicken Breast (100g),165,31.0,0.0,3.6,0.0,0.0,74,4334,87,877,6.193174114208713,104,2.6523949718357365,362,1.3303113521146208,18.017238908212864,4.263729060340515,0.8246410094798852,349,1.2674025318062643,197.19092857330705,790,4.239923746945703,1.1133210012305792,307,0.33201398059538856,6,5.060738984667101,6.179182568379911,6.135593048115139,0.8045264198175017,4.811240233697149,8,Medium,59,200,10,16,-6,133,74,11,148,6.8803988976260175,Shellfish-Free,Low Carb,0.5524889048764876
Broccoli (1 cup),55,3.7,11.2,0.6,5.1,2.2,64,2126,139,413,13.6271627544881,26,1.926427145698201,434,0.8384061033545036,3.396908829468519,4.235866533813072,1.8870304492530037,371,4.179266149915635,124.69055335673383,269,3.3761760208705556,1.3530313250665384,636,0.9679873175944924,44,0.852140869017709,2.757462605850364,9.457384219894527,2.5409244164343514,3.1451237037261315,149,High,193,100,48,6,42,61,82,170,205,6.930769708208002,Dairy-Free,Low Carb,1.648223557592949
Almonds (28g),160,6.0,6.0,14.0,3.5,1.2,0,3844,46,237,12.29370927572635,169,3.047294059876028,120,0.8750544458243332,3.342394621595843,4.802597853540661,1.546731181346255,101,6.201924197379516,113.17186194996351,258,4.876305574751687,0.17904614337511054,223,0.3533506809237813,43,0.4651849634506866,0.5097206881888994,6.747417274380883,0.05851313405446312,1.3779977204399074,131,High,480,1,6,10,-4,413,94,149,80,5.107717242683289,Egg-Free,Keto-Friendly,2.422012304706989
Oats (1/2 cup),154,6.0,27.0,3.0,4.0,1.0,0,1001,29,618,14.788017638674662,94,1.650191423174777,491,0.5211032736318011,3.801599409023122,3.6422266708874593,2.968638167107872,385,5.379700382302631,12.646740224536082,608,2.8917141721817563,1.4708064571946324,379,1.094362139396389,95,5.198353671551348,9.121359019231834,7.8290414358456,1.5048775770520457,7.423763828726379,76,High,860,150,33,5,28,199,7,57,188,6.3807467904391295,Soy-Free,Low Carb,0.7692435130651504
Eggs (2 large),140,12.5,1.0,9.5,0.0,1.0,140,4885,35,592,11.55947563554913,177,1.0048357655231386,268,0.6828525377234185,1.5649889645974495,1.4349678324787776,1.4408491740284266,221,7.098148753354103,232.37370763404112,546,4.061096591569643,0.21774491326087952,280,1.495781876821243,76,2.4789697275087565,8.832052018734622,3.668100947554688,4.66814722016532,8.798567688426544,130,Low,201,200,40,31,9,150,37,62,205,3.340663079961237,Contains Artificial Colors,Low Fat,1.8787019266626448
Salmon (100g),206,22.0,0.0,13.0,0.0,0.0,50,2139,38,645,6.504732814390912,160,3.009326577409609,70,1.613677389380482,2.362903018483259,0.5912614170256136,0.31556149894500296,84,1.027097449645151,154.79389081334634,765,8.099496961556378,0.9897482785784488,210,1.1513512721469195,58,0.9537380789802752,9.70798149272672,2.7225435938446605,1.5526478467100286,9.441509092328173,119,High,536,100,11,28,-17,97,46,134,268,5.1246184897203015,Soy-Free,Vegan,3.4803078540847885
Avocado (1 medium),234,3.0,12.0,21.0,10.0,0.2,11,109,10,713,9.268929675924928,65,2.146728894920215,141,2.2837462600168195,13.537527469751742,2.6573710938219586,2.934370276255144,387,3.203135797584533,58.75694492559234,181,8.425427284059133,1.672575157581469,235,0.5659171989360143,31,4.239125874876323,7.165271762214047,4.542677432026226,1.8022969355337581,0.5861897061358046,89,High,185,1,20,32,-12,436,17,178,289,5.715600236895847,Egg-Free,Low Fat,2.6496159116272024
Sweet Potato (1 medium),112,2.0,26.0,0.1,4.0,5.0,41,360,128,597,10.254199559462485,143,1.0675873771710647,176,1.0743295302611149,9.200102253232675,2.8116673953015,2.5464021422212664,211,8.282690479980971,230.7048206611448,156,3.3897335374709034,0.9573090952289528,192,0.7722123723909197,83,9.151407395173948,6.827211777353029,8.071328287116737,2.365825241170358,7.399087115888829,116,High,636,200,37,14,23,93,33,126,299,5.258915278278193,Nut-Free,Keto-Friendly,2.140612662504813
"Brown Rice (1 cup, cooked)",215,5.0,45.0,1.6,3.5,0.9,10,1773,44,774,2.098381428439735,95,2.6611519957593375,129,1.1554944517922563,15.50845827467226,1.5811816302451915,0.6169254174780937,454,1.258990034017928,229.58365642487112,618,4.955637090251485,0.38327052265967076,331,1.3132882016407015,16,7.241924466541549,5.590030700748308,4.562996417905558,2.8084668742573737,7.265034594069625,109,Medium,922,100,37,17,20,252,13,100,254,3.92288397781674,Shellfish-Free,Low Fat,2.09909865481723
Greek Yogurt (1 cup),100,10.0,6.0,0.0,0.0,6.0,40,2319,68,975,8.62295742745411,187,2.033340915468502,361,0.7312112212230244,19.859356653051545,1.0611385120562145,2.723355234027321,416,8.627116569611596,247.40419944786302,211,8.801287874660497,1.9715643055113234,689,1.2205352937997178,82,8.156159153470275,1.2594241635252268,8.46725408789861,4.04354322410372,9.471096141455892,120,High,75,1,18,4,14,115,36,91,7,3.250631945218444,Gluten-Free,Low Carb,0.6312952467745833
"Spinach (1 cup, cooked)",41,5.0,7.0,0.5,4.3,0.6,125,2160,78,457,10.930491598616534,111,2.3129389467209593,287,1.2772618912142055,13.521658940881025,3.1379367478572906,1.0879337803830593,430,1.3730128747325094,219.77357515335493,147,1.0003966523821228,1.7896423779411001,76,0.3598720974305336,75,8.719139887586365,1.8923531094927004,9.88771980695127,0.9516061157800881,2.529145944977654,97,High,56,200,47,3,44,101,26,195,113,4.546677138300758,Gluten-Free,Low Carb,3.3719433122238085
Carrots (1 medium),25,0.6,6.0,0.1,1.7,2.9,42,3813,170,925,3.3424982560148453,174,1.8826950146197456,421,0.5744434091386583,1.958655841782351,3.939150533108636,1.193624755149889,306,8.427315041471115,249.46825307681553,691,8.94687713895996,1.5654959031275266,295,1.7054039997755952,21,9.726277413964189,2.894696886725362,0.7202666573033634,4.358731885962786,7.421790382951564,14,Low,640,1,16,30,-14,364,90,77,4,5.590569991147035,Contains Artificial Colors,Vegan,3.284532980855129
Turkey Breast (100g),135,30.0,0.0,1.0,0.0,0.0,50,1719,188,667,11.9288440439578,63,2.986126951454019,453,2.3352013925238007,2.9866944303324887,4.969193466155723,2.728535298850262,317,3.9274898102479034,68.72468514958541,986,2.582251283697151,0.8818720455084997,536,1.0028589332693294,94,7.63246573514173,8.901563625733944,0.4541015608370369,3.787746785719447,0.5462628876648457,135,Medium,64,100,47,37,10,30,62,160,72,6.966852294622248,Egg-Free,Low Fat,2.5472141320263395
Cottage Cheese (1/2 cup),90,11.0,4.0,4.0,0.0,2.0,400,420,21,463,9.172818927197563,186,2.9886881470491495,231,1.8462226962490573,17.73907761147945,3.9123617774473334,1.6373351386024144,220,6.31598610094355,212.1399004478162,475,6.94612282003657,0.44930688108966577,696,0.4085015266001467,88,6.084079219394797,1.7296952460307513,1.4958970291336182,3.613251673307776,6.312457207616191,51,Low,481,150,10,36,-26,15,61,173,120,3.946133805535785,Gluten-Free,Vegan,0.7970349490446499
"Quinoa (1 cup, cooked)",222,8.0,39.0,3.6,5.0,0.9,13,1442,29,391,14.331104999766325,124,2.628166465473159,74,2.4814976187864377,11.02242294660697,4.071345864150114,0.49951249525570696,347,1.9524275986559827,207.52679411098347,927,6.034241115653702,1.8886812446951524,251,0.3333704308919856,14,3.654258803022472,9.228731744878907,3.843696757343462,0.4340228685731762,3.5084782405217974,54,High,948,200,16,6,10,464,14,103,233,6.671159638845535,Dairy-Free,Keto-Friendly,1.1235016902483146
Orange (1 medium),62,1.2,15.0,0.2,3.1,12.0,0,2476,190,269,1.5939121748964837,148,0.8162041321893868,205,2.2656463253569874,16.67190602851906,3.2740739520295885,1.1702628620912316,442,1.128602856389218,65.4256862129761,132,5.752937107797895,1.1114671403825642,70,1.9345483718257475,23,1.8164323655771608,5.227857330514172,1.310422091454324,0.10820344987292341,7.6890943954747515,36,High,449,100,35,20,15,230,29,158,65,3.273045598101056,Gluten-Free,Vegetarian,1.0517286076267558
Tofu (100g),76,8.0,1.9,4.8,0.3,0.6,7,2932,52,952,4.7145659257765375,97,3.0165615857122066,54,1.4459811873963053,17.275634388273595,4.93665196536508,2.1940825941768543,420,2.5514129381912833,33.62501176023778,603,8.663922135151804,1.7194753747362217,640,0.6349167112297374,86,6.866598739832943,7.155696354730722,8.70664477618756,2.97006350454042,8.633042864353936,131,High,256,1,16,14,2,318,66,81,229,6.723957095695913,Soy-Free,Low Fat,2.0587354553036565
"Mushrooms (1 cup, cooked)",35,3.0,7.0,0.5,2.1,3.1,8,2924,135,212,9.421754310197537,58,2.5130389415987295,169,1.5393700623007538,18.625816288490864,3.379803733015567,0.6051341453972484,143,1.7146112701326077,245.06092328262392,726,1.464935364624282,0.7499805109429089,143,1.8263278170411141,34,9.949499861219419,1.1024448668056652,0.23146251027063802,4.315669812615806,3.648210422175162,54,High,650,100,14,23,-9,96,67,112,30,6.32946707148012,Egg-Free,Low Fat,1.1234116235059566
Peanut Butter (2 tbsp),188,8.0,6.0,16.0,2.0,3.0,1,2094,59,269,5.15183877088303,158,2.5910724980128985,326,0.8811520930343877,19.04675490424095,4.371139788798669,1.8116704724784405,339,3.467856027956502,81.04589236494648,995,3.7967662405935423,0.7370478024509941,57,0.8801120676609838,34,4.67358684618919,2.690335487759109,3.157927163358225,2.92220732070318,5.255860926993005,11,High,658,100,44,12,32,189,80,192,296,3.0837814109273918,Dairy-Free,Vegan,2.587401684632595
"Spinach (1 cup, raw)",7,0.9,1.1,0.1,0.7,0.1,24,3058,38,319,11.001938296997391,124,1.588948521211615,67,1.4240786856791112,11.541690133562819,4.756030908084301,2.116294985538809,75,5.386640841854692,219.01402971227347,102,5.613401090275273,1.9725269132806742,521,0.8332507178610614,29,7.236793680928076,9.585186081814264,1.8469462949420534,1.066174327227654,1.174040623635999,146,Low,959,150,31,23,8,462,7,193,50,4.1927414963546585,Contains Artificial Colors,Low Carb,2.1356896579081672
Whole Wheat Bread (1 slice),80,4.0,14.0,1.0,2.0,1.0,140,2138,194,681,11.626073955307033,72,3.13783866847102,480,2.3060557469856233,7.479383272864643,4.684363252252524,1.09717536907348,289,6.09321490386759,10.990517121904935,585,8.207244112487377,1.0914827921402146,388,1.4317650423339208,92,4.950924499931562,2.661499469297314,9.315393301575323,0.4525994897460661,4.169069652234766,36,High,265,200,11,27,-16,351,87,22,146,3.203826614714134,Gluten-Free,Keto-Friendly,0.5529745311279665
Cheddar Cheese (1 slice),113,7.0,1.0,9.0,0.0,0.3,174,3590,48,955,2.435223496930642,113,2.6761148007045725,247,0.6017068472716423,19.275432612611972,2.216369047025104,2.1122539972541348,431,8.003747020107557,15.045953732704529,615,2.5562092924108795,0.36732130533541796,308,0.11877824677337673,78,4.319334233634766,2.965217203911461,6.69481004890028,3.497982264088675,3.6080039325916924,6,High,551,100,40,19,21,402,51,133,94,6.982023486118238,Contains Artificial Colors,Vegetarian,2.732171711106955
Tomato (1 medium),22,1.1,4.8,0.2,1.5,3.2,6,3777,193,897,8.193962498894749,92,0.8377713995875834,106,2.2271136059966192,11.40072171402328,0.853979262414164,2.664201320305024,37,6.734278985859407,121.80911408712842,967,8.127833493055626,0.517381888189944,104,0.742370091097742,70,4.103056135599151,1.9759738484107947,9.120302564513745,3.6088513865890475,1.8312345978451772,54,Medium,508,150,37,8,29,361,59,159,37,4.711376018335105,Soy-Free,Low Fat,1.0664862099618455
Cucumber (1 medium),16,0.7,3.8,0.1,0.5,1.9,2,1218,180,449,8.124467778274783,112,1.723334103218488,142,1.1818956032852195,2.22080173613761,1.2734316614266108,1.4691385582763987,421,6.283204088730753,67.29152414441526,871,4.29656558369239,1.0156941308461696,597,0.6750268531644369,39,5.046246829316976,1.290736653068295,9.723287103103933,0.8626585034355433,8.944786247667759,27,Medium,308,150,31,16,15,255,30,16,197,5.648694078442549,Shellfish-Free,Keto-Friendly,2.9746553590420306
Pineapple (1 cup),82,0.9,22.0,0.2,2.3,16.0,1,1704,187,231,6.169930783017575,165,3.159141085880425,68,2.29902553019262,13.212754451137435,0.7665048742847336,1.2104370517213783,126,4.411929261114859,175.56190802463144,141,2.2946816361201066,0.18069472992798155,55,1.7493863791396882,55,3.66895661865375,2.3325764145399797,4.970982436773692,0.1409515774826814,1.4808783804016024,36,High,378,150,12,39,-27,467,17,33,240,3.9367622992895472,Nut-Free,Low Carb,1.565136311368937
Grapes (1 cup),104,1.1,27.0,0.2,1.4,23.0,2,4127,160,667,14.060948075975409,26,0.641590105092137,433,2.3817598126829695,12.166010257505205,0.9742862067311302,0.8283593639390285,379,5.001180132121317,145.73543813630903,108,7.710371184213085,0.9788145722187709,426,1.1053347241394882,75,7.487733218218078,6.423268919507984,2.3431910804802625,2.0414175661159852,6.357393575301872,74,High,503,1,9,20,-11,183,11,198,172,6.7349449546702065,Gluten-Free,Vegetarian,1.5158590399449094
Strawberries (1 cup),49,1.1,12.0,0.5,3.0,7.0,1,335,181,778,12.585088478225098,15,3.3842498589261485,402,1.8417297740038119,18.020064584999414,1.3309306065216393,1.8521958916035821,496,4.43794787920672,28.596591388117947,918,1.3635395640082044,0.8959875999522424,603,0.7926832987260786,75,8.742720265915166,4.553677335035635,1.9372878619658929,2.9135935106651107,8.901426434798877,113,High,848,150,12,32,-20,122,38,142,255,4.096696354157887,Contains Artificial Colors,Vegetarian,0.5354520073346316
Kiwi (1 medium),42,0.8,10.0,0.4,2.1,6.0,1,2069,47,254,10.760931346734914,156,2.5374877049586884,242,1.8288475731853557,13.410556593998438,2.034924424643308,2.6515709393122764,459,8.50057728558314,49.0307911157721,756,5.390290053716708,1.5807389041070252,99,0.6055506895694643,31,8.828853066451842,5.537558363378986,2.229188616858405,3.530012047835956,9.119685798632256,105,High,424,150,44,11,33,485,26,59,40,4.0408584292091945,Soy-Free,Vegan,3.463186948769051
Watermelon (1 cup),46,0.9,12.0,0.2,0.6,9.0,2,4529,93,631,11.000572900289965,193,2.3941279329301297,286,1.4055086754174801,7.631996064769476,2.9459284095878413,1.0415176748370627,326,2.6850042992097984,103.13182481401942,708,1.1068199466879398,0.7743897325295593,161,1.2219686367401954,14,2.2769871342582593,1.2236482876602428,7.085933076220029,4.049725045764514,7.932396998405684,109,High,513,150,25,16,9,468,88,199,128,4.258400383765411,Shellfish-Free,Paleo,2.3360130175155915
Bell Pepper (1 medium),24,1.0,6.0,0.2,2.1,3.5,1,2008,160,605,7.464026013383667,37,1.3116777694639743,436,2.171080449087415,19.35828878841059,3.702569267097887,1.2490830211581803,439,0.5543488496486639,54.54497534930396,887,3.885969623998982,1.9668426469252387,195,0.38817896703239285,47,8.959091387314908,8.021164471629001,0.40445728123000735,3.0526871365336614,1.7614113387417663,83,High,124,150,28,19,9,80,27,192,53,4.849956658602826,Shellfish-Free,Low Carb,1.768190498557972
Zucchini (1 medium),33,2.4,7.5,0.6,2.5,3.3,3,475,137,890,13.893923295352062,47,1.2463753662175312,475,2.4232255168665664,16.23077023365864,1.4491730124793036,1.2792140008949533,334,6.687539023649273,200.13336333854286,241,6.21022959056073,0.443462846671716,279,0.567789060166685,59,3.4155123185510505,7.84094700579848,0.5136107303271487,0.5544030429924252,8.174314092138697,10,Low,291,200,11,36,-25,167,52,35,85,3.074130904918844,Soy-Free,Paleo,0.7898642133840171
"Chickpeas (1/2 cup, cooked)",135,7.0,22.0,2.0,6.0,3.7,1,3630,135,862,10.724335981545995,128,3.3261746584657863,326,2.050163600678238,12.977934749245733,3.5263508190716273,1.7263557911547998,123,2.4233907445688985,109.8568565327872,889,5.7830976441285245,1.2228747014394563,546,0.6578631136230244,75,3.0930766548529762,0.2158991114267539,6.0814294238315005,3.4129083607120743,2.765648124156246,65,Low,66,200,23,24,-1,308,18,147,211,5.391350000512338,Soy-Free,Low Carb,2.5974441924530502
"Lentils (1/2 cup, cooked)",115,9.0,20.0,0.4,7.8,1.8,2,2735,54,277,11.20573486318143,46,1.3948173627023683,276,1.7438734675134184,6.565578864659335,3.6691658352608885,0.7623859885455719,84,8.956093794943188,32.42364804219982,535,4.344226470094332,0.2704286643156838,355,1.255027000453188,10,7.267560573982359,3.8351509451030497,6.4205714673740655,4.920883214474411,9.22398027432509,12,Low,738,150,35,34,1,246,98,20,268,3.1266631885629526,Contains Artificial Colors,Keto-Friendly,1.3481914099758165
Coconut Oil (1 tbsp),121,0.0,0.0,14.0,0.0,0.0,0,1670,61,745,13.063672653022834,124,2.826515890156998,282,1.7135857916426736,8.097265629971615,3.0138005158978527,2.4844123503923425,211,8.660940132213232,126.24229654530996,126,4.575955942735099,1.4943415695885658,591,0.8091844221313033,10,3.0469634008628943,0.6877060197114782,6.652629243224601,4.5279229229870195,7.090866814238495,14,Medium,308,100,40,14,26,196,91,49,295,5.1568099509583725,Soy-Free,Paleo,3.464842455126587
Butter (1 tbsp),102,0.1,0.1,11.5,0.0,0.1,31,2660,89,668,4.837002250790674,77,1.6793653946212375,89,2.198939803167325,13.729428557836476,4.566280414094198,0.9572466047622418,436,1.228910033317956,31.801163454739402,142,2.654310756832282,1.9900320073177458,510,1.060988270228094,81,0.5296640560971011,7.921057794149581,3.7188050458859125,4.358344546347563,7.852675610088865,55,High,172,1,31,18,13,252,56,111,20,4.831539608728448,Nut-Free,Low Fat,3.3516420774479694
Olive Oil (1 tbsp),119,0.0,0.0,13.5,0.0,0.0,0,3491,187,645,12.298992654133842,186,0.9177622123541119,372,1.5824075315425967,2.3676355508031124,0.9994766626481479,2.1455518036003776,68,1.5106898514337348,40.944953300756126,230,4.830884590028978,1.6563634117281012,677,1.3358327011565148,52,3.73617772310308,7.372696831257044,8.059448887141532,1.5108507667917044,0.8503245350193722,52,Medium,360,100,33,24,9,175,87,20,214,3.970188232545641,Egg-Free,Low Fat,2.705890036408366
Chicken Thigh (100g),209,26.0,0.0,10.0,0.0,0.0,82,3065,133,899,3.7333684413908887,52,0.5321458930860768,202,2.1077197724976453,5.876931241355006,1.2970465592108877,1.5883256511607007,395,5.20413012634333,67.50635968676927,315,9.555921129347926,1.1558367273685723,275,1.9169160415346058,81,7.21465600358349,9.019880942931561,5.336245877266176,3.7539408822700033,5.8276511344354445,60,Medium,160,100,27,4,23,43,43,121,188,4.319072068683306,Soy-Free,Low Fat,3.413215790848907
Pork (100g),242,27.0,0.0,14.0,0.0,0.0,60,3743,128,299,5.83478733142843,173,2.1327720110457524,176,1.5177705103484915,14.564117734535362,2.428991709752682,1.799103049722995,24,6.28761529630887,216.28664925939754,705,8.579302718946009,1.0210085790594148,108,1.5531910544952294,6,3.269584202701765,2.364039589531146,1.0546563000941944,4.2555172298257276,8.211421268986797,127,Medium,305,150,24,10,14,264,45,103,160,5.822639244978679,Egg-Free,Vegetarian,0.8169015873612885
Beef (100g),250,26.0,0.0,17.0,0.0,0.0,72,3950,17,924,5.698546359777798,67,3.427336455646798,286,0.6248885499478483,10.120351687047798,1.0702073085540749,0.6208653425991784,240,3.111629206081287,231.90700775991326,619,1.8797122562252662,1.6865569264070093,125,0.8699878830870045,87,6.295590559951465,4.562958831277989,7.970993070673452,3.391631023156316,8.615903527724992,41,Low,283,100,10,3,7,311,40,13,200,3.0383900794855854,Shellfish-Free,Vegan,1.3397460816096356
Apple (1 medium),95,0.5,25.0,0.3,4.4,19.0,2,972,94,490,14.699356557447969,22,1.6074085814276136,104,1.2678940178083105,8.645477731474173,3.0483326467583933,2.2315672747166944,114,7.309578308644021,208.3018550396966,697,0.7829174795487488,1.8783507609503762,477,1.5217232113547878,55,6.601194442631304,1.8448787716439774,9.530677862704582,1.2528087828399026,0.28631704733641516,28,High,546,200,16,7,9,229,10,11,28,4.266588552103039,Nut-Free,Low Carb,1.2597298663735372
Banana (1 medium),105,1.3,27.0,0.3,3.1,14.0,1,1352,138,582,12.991521132470975,61,1.5715770019791346,485,1.3888819153429974,3.8776948256078754,2.29280209974241,0.6469995052236301,174,6.1517021987292795,90.17853218028334,444,9.36848097080799,1.9794923990163766,181,1.9044189437465038,65,7.337360117263562,3.712349344741195,0.6003631300235868,4.7691698593747915,9.391592325551192,43,High,917,200,16,38,-22,41,27,176,243,5.721189016659469,Contains Artificial Colors,Vegan,0.7160379753779075
Chicken Breast (100g),165,31.0,0.0,3.6,0.0,0.0,74,1414,17,245,10.816378062263636,67,1.5322748535483264,221,0.7832344899732344,9.39513165507692,1.780681075411633,0.4290735491195734,208,3.5858290426112696,75.3871458661196,607,5.504122623867103,0.8534245323725198,547,1.048823036742837,23,8.971304663109365,5.2224325156688405,3.913513387005799,2.2540970572933796,0.43338733302479726,132,Medium,89,1,7,19,-12,409,14,160,182,3.6090954616102002,Shellfish-Free,Low Carb,3.4166797939143674
Broccoli (1 cup),55,3.7,11.2,0.6,5.1,2.2,64,4920,166,739,11.178794662615461,41,2.0616315119145754,158,0.7049926583784256,15.643147444444443,1.2649541585793678,1.6853705496774822,413,0.7410291364019981,141.7973657896574,749,5.6094593199184235,1.9827432021095734,642,0.8799441729334904,6,4.325644992684314,0.5333078983858897,4.875160448347477,0.649027793329397,6.145186796748499,112,Low,171,200,46,32,14,432,89,54,31,5.241542616744413,Nut-Free,Low Fat,0.6799222599406816
Almonds (28g),160,6.0,6.0,14.0,3.5,1.2,0,2998,105,978,8.869019121635995,114,1.8219946502728805,403,1.5709298993139083,6.016244075365967,2.009022072566946,2.1569616970612295,363,7.626427672335918,183.24475852794697,980,7.916820959211962,0.3962598791302798,354,0.24823552810139943,55,1.6643207666245707,7.148704106773852,1.4647076007831694,0.54888947528696,6.93387527615312,105,Medium,499,200,43,17,26,266,64,83,266,3.6757317139308507,Shellfish-Free,Vegetarian,3.0700667119829887
Oats (1/2 cup),154,6.0,27.0,3.0,4.0,1.0,0,177,111,568,14.259269339519268,197,3.1397438801810433,233,0.6702872731121643,1.1025723014898707,3.235817078745539,0.24510392566079453,44,2.5401598253382858,248.40946915844196,512,3.489545251777602,0.5817445742706274,116,1.7955037042366382,30,3.189257154318894,5.432933603710753,8.67708947782877,3.237594936495229,1.073452911679098,37,Medium,776,150,39,22,17,491,34,179,35,3.6190475074279984,Dairy-Free,Vegetarian,2.804484273730518
Eggs (2 large),140,12.5,1.0,9.5,0.0,1.0,140,2721,14,119,7.947622540353062,92,2.016562375170471,488,1.105890335780168,13.701593121868674,3.091033449002352,0.301246413327572,171,8.42750056289497,41.57697085094229,345,5.07812190394202,0.26913063699440276,279,0.5682251335079456,74,4.321672551739859,8.289590172106733,2.84149644890044,2.1885482320836958,0.48011865609192683,114,High,857,200,23,38,-15,242,74,112,92,6.089120382895027,Dairy-Free,Vegetarian,1.6276012624143785
Salmon (100g),206,22.0,0.0,13.0,0.0,0.0,50,4327,95,688,6.327247938178523,195,2.023273514565706,417,1.989193951926152,19.4799054842185,1.2363080009460523,2.4277695718471652,254,4.492757470515424,21.830079765713066,548,9.702297674894007,0.6163031813205151,382,0.22152000395636515,24,7.138914693281131,2.717805011911972,7.830085399381601,0.4724193758948181,7.849121544507291,129,Low,847,100,49,4,45,450,9,51,158,4.066101413204551,Soy-Free,Vegetarian,0.556422087889397
Avocado (1 medium),234,3.0,12.0,21.0,10.0,0.2,11,700,184,448,3.2824947170422742,108,0.9151147841616698,247,2.4288643591359618,12.529704708183075,1.0621391483328504,2.446194828571263,479,5.982235705001772,176.64541335886503,120,6.885412525857868,1.5590813480742212,326,1.1206866245230578,27,0.13122125561633502,9.033211052692545,6.709944820283161,3.701822860780473,3.84670624797434,108,High,842,100,8,6,2,224,83,38,179,4.50307647581011,Egg-Free,Vegetarian,0.5182877149456085
Sweet Potato (1 medium),112,2.0,26.0,0.1,4.0,5.0,41,1165,43,721,12.006879131654811,113,3.448218622731158,420,1.935741161103857,3.278515319615473,0.6200454317399264,0.8113836794713354,296,8.793012938885518,209.73418804093734,507,1.9605778039599664,1.7205562805390544,633,1.7072093273268978,58,3.1578538343987894,9.986942530304434,5.980458224670234,3.9966258362930986,1.0711251531512367,83,Medium,568,200,35,26,9,251,61,153,217,5.920072262499879,Shellfish-Free,Low Fat,1.1119815220817697
"Brown Rice (1 cup, cooked)",215,5.0,45.0,1.6,3.5,0.9,10,2236,64,809,11.28221504905828,193,1.249918672606489,422,2.48525109690574,7.093928754548788,0.5559151720726951,1.8841617881205903,392,8.704418508739558,213.12370716794157,556,1.7656541058513564,1.5798960256948862,193,0.8726066056837997,19,7.798425810193168,9.192984383776745,1.921428486965544,3.6270781539322567,7.62667816387642,45,High,141,1,46,4,42,254,47,109,226,3.7180784021719053,Nut-Free,Vegan,1.9816297401013792
Greek Yogurt (1 cup),100,10.0,6.0,0.0,0.0,6.0,40,2549,128,252,6.380970539337889,37,0.720092202378808,136,1.8966759425588053,17.485190679684244,4.459146960738583,1.3852222179195126,480,4.0294359648139455,172.83125177851855,543,2.4405152041635514,1.299024978518623,300,1.5878281933021308,10,6.708577033306954,7.7789247583315415,2.207035205509057,1.0113043884200645,8.491630701436206,91,Medium,410,1,42,4,38,29,56,197,211,5.12694808533143,Gluten-Free,Keto-Friendly,1.873729934555454
"Spinach (1 cup, cooked)",41,5.0,7.0,0.5,4.3,0.6,125,2443,180,197,1.352707795429211,138,2.4894387469256265,250,1.087588941308655,5.418793410879743,0.7028998520242546,1.9348185200701877,28,2.4844444807910095,238.9637929886049,364,7.783760906996816,1.0765363737930267,129,1.689152413839592,96,7.317399735856052,8.123688028737808,0.47348404746569317,3.448877279980347,5.873861907588074,104,Low,995,1,37,3,34,219,93,141,162,6.671278655058652,Dairy-Free,Paleo,2.2558777296947827
Carrots (1 medium),25,0.6,6.0,0.1,1.7,2.9,42,1963,167,521,12.74596258805215,179,2.286099110470618,386,1.8441050810107238,12.546222166454553,3.7904949944296082,2.6023499238877528,461,7.863887738421649,132.64114325070085,759,3.3060815364858525,1.4465381495059284,106,0.963366761757741,39,8.118107694391947,5.737442425445865,2.407124297822664,0.053614014471925486,1.612368084346456,71,High,172,200,10,15,-5,219,81,109,157,5.215307277513954,Dairy-Free,Vegan,2.815877928982286
